ID,NAME,COUNTRY
H7412,NATHAN_WALKER,AUSTRALIA
H8523,REINHARD_DIVIS,AUSTRIA
H8526,ANDRE_DEVEAUX,BAHAMAS
H0378,JOHN_MISZUK,BELARUS
H3802,JAN_BENDA,BELGIUM
H0127,MIKE_GREENALY,BRAZIL
H9722,CRIAG_ADAMS,BRUNEI
H3702,POUL_POPIEL,DENMARK
H3939,ANDRE_PELOFFY,FRANCE
H0012,DHYAN_CHAND,INDIA
